# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PAXBP1-AS1	PAXBP1-AS1	NR_038880.1		0	0	0	11	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	4
PCBP3	PCBP3	NM_001130141.1	protein_coding	0	1	0	212	0	0	0	0	0	0	0	16	0	194	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_001348238.2	protein_coding	0	1	0	351	0	0	0	0	0	0	0	16	0	333	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_001348239.2	protein_coding	0	1	0	351	0	0	0	0	0	0	0	16	0	333	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_001348240.2	protein_coding	0	1	0	351	0	0	0	0	0	0	0	16	0	333	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_001348241.1	protein_coding	0	1	0	336	0	0	0	0	0	0	0	16	0	315	0	0	0	0	0	0	1	5
PCBP3	PCBP3	NM_001348242.1	protein_coding	0	1	0	336	0	0	0	0	0	0	0	16	0	315	0	0	0	0	0	0	1	5
PCBP3	PCBP3	NM_001348243.1	protein_coding	0	1	0	293	0	0	0	0	0	0	0	16	0	272	0	0	0	0	0	0	1	5
PCBP3	PCBP3	NM_001348244.2	protein_coding	0	1	0	213	0	0	1	0	0	0	0	16	0	194	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_001348245.2	protein_coding	0	1	0	213	0	0	1	0	0	0	0	16	0	194	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NM_020528.2	protein_coding	0	1	0	212	0	0	0	0	0	0	0	16	0	194	0	0	0	0	0	0	1	2
PCBP3	PCBP3	NR_145492.1		0	0	0	337	0	0	0	0	0	0	0	16	0	315	0	1	0	0	0	0	0	5
PCBP3	PCBP3	NR_145493.2		0	0	0	214	0	0	0	0	0	0	0	16	0	194	0	2	0	0	0	0	0	2
PCBP3-AS1	PCBP3-AS1	NR_038876.1		0	0	0	22	0	0	0	0	0	0	0	8	0	4	0	3	0	0	0	0	0	7
PCNT	PCNT	NM_001315529.2	protein_coding	0	19	21	268	0	0	1	0	0	0	0	4	0	259	21	0	0	0	4	0	15	8
PCNT	PCNT	NM_006031.6	protein_coding	0	20	22	268	0	0	1	0	0	0	0	4	0	260	22	0	0	0	5	0	15	8
PCP4	PCP4	NM_006198.3	protein_coding	0	0	0	144	0	0	0	0	0	0	0	17	0	112	0	0	0	0	0	0	0	15
PCSEAT	PCSEAT	NR_164474.1		0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6
PDE9A	PDE9A	NM_001001567.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001568.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001569.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001570.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001571.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001572.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001573.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001574.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001575.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001576.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001577.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001578.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001579.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001580.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001581.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001582.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001583.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001584.2	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001001585.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_001315533.1	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDE9A	PDE9A	NM_002606.3	protein_coding	0	3	0	280	0	0	0	0	0	0	0	9	0	256	0	0	0	0	0	0	3	15
PDXK	PDXK	NM_001331030.2	protein_coding	0	2	0	60	21	0	0	0	0	0	0	6	0	30	0	0	0	0	1	0	1	4
PDXK	PDXK	NM_003681.5	protein_coding	0	2	0	100	21	0	0	0	0	0	0	6	0	59	0	0	0	0	1	0	1	15
PFKL	PFKL	NM_001002021.3	protein_coding	1	3	3	65	1	0	0	0	0	0	0	8	0	50	3	0	0	0	1	1	2	7
PFKL	PFKL	NM_002626.6	protein_coding	0	2	3	67	1	0	0	0	0	0	0	8	0	52	3	0	0	0	1	0	1	7
PICSAR	PICSAR	NR_024089.2		0	0	0	38	0	0	0	0	0	0	0	22	0	7	0	5	0	0	0	0	0	4
PIGP	PIGP	NM_001320480.1	protein_coding	0	1	0	46	1	0	0	0	0	0	0	2	0	20	0	0	0	0	1	0	0	24
PIGP	PIGP	NM_016430.3	protein_coding	0	1	0	46	1	0	0	0	0	0	0	2	0	20	0	0	0	0	1	0	0	24
PIGP	PIGP	NM_153681.2	protein_coding	0	3	1	44	1	2	4	0	0	0	0	2	0	15	1	0	0	0	1	0	0	23
PIGP	PIGP	NM_153682.2	protein_coding	0	1	0	46	1	0	0	0	0	0	0	2	0	20	0	0	0	0	1	0	0	24
PKNOX1	PKNOX1	NM_001286258.1	protein_coding	0	0	0	147	9	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	8
PKNOX1	PKNOX1	NM_001320694.2	protein_coding	0	1	0	146	9	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	1	8
PKNOX1	PKNOX1	NM_004571.5	protein_coding	0	1	0	146	9	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	1	8
PLAC4	PLAC4	NR_148920.1		0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	2
POFUT2	POFUT2	NM_015227.6	protein_coding	0	1	0	39	8	0	0	0	0	0	0	7	0	18	0	0	0	0	0	0	1	6
POFUT2	POFUT2	NM_133635.6	protein_coding	0	1	0	39	2	0	0	0	0	0	0	7	0	24	0	0	0	0	0	0	1	6
POFUT2	POFUT2	NR_004858.3		0	0	0	40	0	0	0	0	0	0	0	7	0	24	0	3	0	0	0	0	0	6
POFUT2	POFUT2	NR_148026.1		0	0	0	13	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	6
POTED	POTED	NM_174981.3	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
PPP1R2P2	PPP1R2P2	NR_144547.1		0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	5
PRDM15	PRDM15	NM_001040424.2	protein_coding	0	8	1	239	5	0	0	0	0	0	0	6	0	220	1	0	0	0	2	0	6	10
PRDM15	PRDM15	NM_001282934.1	protein_coding	0	8	1	239	5	0	0	0	0	0	0	6	0	220	1	0	0	0	2	0	6	10
PRDM15	PRDM15	NM_022115.4	protein_coding	0	9	2	235	0	0	0	0	0	0	0	9	0	219	2	0	0	0	3	0	6	10
PRDM15	PRDM15	NR_104257.2		0	2	0	246	0	0	0	0	0	0	0	6	0	220	0	12	0	0	2	0	0	10
PRDM15	PRDM15	NR_104258.2		0	2	0	246	0	0	0	0	0	0	0	6	0	220	0	12	0	0	2	0	0	10
PRDM15	PRDM15	NR_104260.1		0	2	0	218	0	0	0	0	0	0	0	6	0	185	0	11	0	0	2	0	0	18
PRDM15	PRDM15	NR_135464.2		0	2	0	246	0	0	0	0	0	0	0	6	0	221	0	11	0	0	2	0	0	10
PRMT2	PRMT2	NM_001242864.2	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001242865.2	protein_coding	0	1	0	58	3	0	1	0	0	0	0	10	0	31	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001242866.3	protein_coding	0	1	0	73	6	0	1	0	0	0	0	10	0	43	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001286676.1	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001286677.1	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001286678.1	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_001535.4	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PRMT2	PRMT2	NM_206962.4	protein_coding	0	1	0	79	3	0	1	0	0	0	0	7	0	55	0	0	0	0	0	0	1	13
PSMG1	PSMG1	NM_001261824.1	protein_coding	0	2	1	41	1	0	1	0	0	0	0	14	0	20	1	0	0	0	0	0	2	5
PSMG1	PSMG1	NM_001320795.1	protein_coding	0	3	1	41	1	1	3	0	0	0	0	14	0	18	1	0	0	0	0	0	2	5
PSMG1	PSMG1	NM_003720.4	protein_coding	0	2	1	41	3	0	1	0	0	0	0	13	0	20	1	0	0	0	0	0	2	4
PSMG1	PSMG1	NM_203433.2	protein_coding	0	2	0	42	1	0	1	0	0	0	0	14	0	21	0	0	0	0	0	0	2	5
PSMG1	PSMG1	NR_049728.1		0	0	0	44	0	0	0	0	0	0	0	14	0	20	0	5	0	0	0	0	0	5
PTTG1IP	PTTG1IP	NM_001286822.1	protein_coding	0	0	2	79	4	0	2	0	0	0	0	10	0	53	2	0	0	0	0	0	0	10
PTTG1IP	PTTG1IP	NM_004339.4	protein_coding	0	0	0	80	6	0	0	0	0	0	0	10	0	53	0	0	0	0	0	0	0	11
PTTG1IP	PTTG1IP	NR_104597.1		0	0	0	81	0	0	0	0	0	0	0	10	0	53	0	8	0	0	0	0	0	10
PWP2	PWP2.2	NM_005049.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RBM11	RBM11	NM_001320602.2	protein_coding	0	1	1	32	3	0	0	0	0	0	0	9	0	21	1	0	0	0	1	0	0	0
RBM11	RBM11	NM_144770.5	protein_coding	0	1	1	32	3	0	0	0	0	0	0	9	0	21	1	0	0	0	1	0	0	0
RBM11	RBM11	NR_135308.2		0	1	0	33	0	0	0	0	0	0	0	9	0	21	0	4	0	0	1	0	0	0
RBM11	RBM11	NR_135309.2		0	1	0	33	0	0	0	0	0	0	0	9	0	21	0	4	0	0	1	0	0	0
RBM11	RBM11	NR_135310.2		0	1	0	33	0	0	0	0	0	0	0	9	0	21	0	4	0	0	1	0	0	0
RBM11	RBM11	NR_135311.2		0	1	0	33	0	0	0	0	0	0	0	9	0	21	0	4	0	0	1	0	0	0
RCAN1	RCAN1	NM_001285389.2	protein_coding	0	1	0	202	3	0	0	0	0	0	0	2	0	191	0	0	0	0	0	0	1	6
RCAN1	RCAN1	NM_001285391.2	protein_coding	0	1	0	25	3	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	1	7
RCAN1	RCAN1	NM_001285392.2	protein_coding	0	1	0	25	3	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	1	7
RCAN1	RCAN1	NM_001285393.2	protein_coding	0	1	0	25	3	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	1	7
RCAN1	RCAN1	NM_001331016.1	protein_coding	0	1	1	23	0	0	0	0	0	0	0	6	0	12	1	0	0	0	0	0	1	5
RCAN1	RCAN1	NM_004414.7	protein_coding	0	1	0	203	3	0	0	0	0	0	0	2	0	192	0	0	0	0	0	0	1	6
RCAN1	RCAN1	NM_203417.2	protein_coding	0	1	0	202	3	0	0	0	0	0	0	2	0	191	0	0	0	0	0	0	1	6
RCAN1	RCAN1	NM_203418.3	protein_coding	0	1	0	26	3	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	1	5
RIPK4	RIPK4	NM_020639.3	protein_coding	0	10	2	62	4	0	0	0	0	0	0	15	0	32	2	0	0	0	0	0	10	11
RIPPLY3	RIPPLY3	NM_001317768.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	5
RIPPLY3	RIPPLY3	NM_001317777.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	5
RIPPLY3	RIPPLY3	NM_018962.3	protein_coding	0	0	0	23	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	5
RNA28SN2	RNA28SN2	NR_146148.1		0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
RNA28SN5	RNA28SN5.2	NR_003287.4.2		0	0	0	20	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
RNA45SN2	RNA45SN2	NR_146144.1		0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
RRP1	RRP1	NM_003683.6	protein_coding	0	3	2	39	7	0	0	0	0	0	0	6	0	22	2	0	0	0	0	0	3	4
RRP1B	RRP1B	NM_015056.3	protein_coding	0	3	1	73	4	0	0	0	0	0	0	19	0	41	1	0	0	0	0	0	3	9
RSPH1	RSPH1	NM_001286506.2	protein_coding	0	1	1	60	5	0	0	0	0	0	0	8	0	40	1	0	0	0	0	0	1	7
RSPH1	RSPH1	NM_080860.4	protein_coding	0	1	1	60	5	0	0	0	0	0	0	8	0	40	1	0	0	0	0	0	1	7
RUNX1	RUNX1	NM_001001890.3	protein_coding	0	0	1	114	1	0	1	0	0	0	0	2	0	107	1	0	0	0	0	0	0	3
RUNX1	RUNX1	NM_001122607.2	protein_coding	0	0	0	93	1	0	1	0	0	0	0	6	0	82	0	0	0	0	0	0	0	3
RUNX1	RUNX1	NM_001754.4	protein_coding	0	0	1	308	1	0	0	0	0	0	0	2	0	301	1	0	0	0	0	0	0	4
RUNX1-IT1	RUNX1-IT1	NR_026812.1		0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
RWDD2B	RWDD2B	NM_001320724.1	protein_coding	0	0	0	33	2	0	2	0	0	0	0	8	0	12	0	0	0	0	0	0	0	9
RWDD2B	RWDD2B	NM_016940.3	protein_coding	0	0	0	35	4	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	11
S100B	S100B	NM_006272.3	protein_coding	0	1	0	40	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	1	14
SAMSN1	SAMSN1	NM_001256370.1	protein_coding	0	0	4	158	1	0	1	0	0	0	0	2	0	148	4	0	0	0	0	0	0	6
SAMSN1	SAMSN1	NM_001286523.1	protein_coding	0	1	0	101	1	1	2	0	0	0	0	2	0	91	0	0	0	0	0	0	0	5
SAMSN1	SAMSN1	NM_022136.5	protein_coding	0	1	0	100	1	0	1	0	0	0	0	2	0	91	0	0	0	0	0	0	1	5
SAMSN1-AS1	SAMSN1-AS1	NR_046512.2		0	0	0	44	0	0	0	0	0	0	0	2	0	28	0	3	0	0	0	0	0	11
SCAF4	SCAF4	NM_001145444.1	protein_coding	0	2	0	69	1	0	0	0	0	0	0	5	0	60	0	0	0	0	0	0	2	3
SCAF4	SCAF4	NM_001145445.1	protein_coding	0	2	0	69	1	0	0	0	0	0	0	5	0	60	0	0	0	0	0	0	2	3
SCAF4	SCAF4	NM_020706.2	protein_coding	0	2	0	69	1	0	0	0	0	0	0	5	0	60	0	0	0	0	0	0	2	3
SETD4	SETD4	NM_001007259.2	protein_coding	0	1	0	38	0	0	1	0	0	0	0	8	0	23	0	0	0	0	0	0	1	6
SETD4	SETD4	NM_001007261.2	protein_coding	0	1	0	38	0	0	1	0	0	0	0	8	0	23	0	0	0	0	0	0	1	6
SETD4	SETD4	NM_001286752.2	protein_coding	0	1	1	55	1	0	1	0	0	0	0	11	0	36	1	0	0	0	0	0	1	6
SETD4	SETD4	NM_017438.5	protein_coding	0	1	1	55	1	0	0	0	0	0	0	11	0	37	1	0	0	0	0	0	1	6
SETD4	SETD4	NR_040087.3		0	0	0	57	0	0	0	0	0	0	0	11	0	38	0	2	0	0	0	0	0	6
SH3BGR	SH3BGR	NM_001001713.1	protein_coding	0	0	2	132	0	0	0	0	0	0	1	3	0	115	1	0	0	0	0	0	0	14
SH3BGR	SH3BGR	NM_001317740.1	protein_coding	0	0	3	117	0	0	0	0	0	0	1	3	0	107	2	0	0	0	0	0	0	7
SH3BGR	SH3BGR	NM_001317741.1	protein_coding	0	0	1	133	0	0	0	0	0	0	1	3	0	116	0	0	0	0	0	0	0	14
SH3BGR	SH3BGR	NM_001317742.1	protein_coding	0	0	2	132	0	0	0	0	0	0	1	3	0	115	1	0	0	0	0	0	0	14
SH3BGR	SH3BGR	NM_007341.2	protein_coding	0	0	4	116	0	0	0	0	0	0	1	3	0	106	3	0	0	0	0	0	0	7
SIK1	SIK1	NM_173354.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIK1B	SIK1B.2	NM_001320643.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIM2	SIM2	NM_005069.6	protein_coding	0	1	2	95	3	0	2	0	0	0	0	2	0	79	2	0	0	0	0	0	1	9
SIM2	SIM2	NM_009586.5	protein_coding	0	2	2	93	1	0	2	0	0	0	0	6	0	75	2	0	0	0	0	0	2	9
SLC19A1	SLC19A1	NM_001205206.3	protein_coding	0	2	1	87	4	0	1	0	0	0	0	20	0	56	1	0	0	0	0	0	2	6
SLC19A1	SLC19A1	NM_001205207.3	protein_coding	0	3	0	78	6	0	0	0	0	0	0	20	0	39	0	0	0	0	0	0	3	13
SLC19A1	SLC19A1	NM_001352510.2	protein_coding	0	3	0	87	6	0	2	0	0	0	0	20	0	53	0	0	0	0	0	0	3	6
SLC19A1	SLC19A1	NM_001352511.2	protein_coding	0	2	1	106	4	0	1	0	0	0	0	20	0	76	1	0	0	0	0	0	2	5
SLC19A1	SLC19A1	NM_001352512.2	protein_coding	0	3	1	86	6	0	1	0	0	0	0	20	0	53	1	0	0	0	0	0	3	6
SLC19A1	SLC19A1	NM_194255.4	protein_coding	0	3	1	86	6	0	1	0	0	0	0	20	0	53	1	0	0	0	0	0	3	6
SLC37A1	SLC37A1	NM_001320537.2	protein_coding	0	3	2	240	4	0	1	0	0	0	0	20	0	212	2	0	0	0	1	0	2	4
SLC37A1	SLC37A1	NM_018964.4	protein_coding	0	2	2	253	4	0	1	0	0	0	0	20	0	221	2	0	0	0	0	0	2	7
SLC5A3	SLC5A3	NM_006933.7	protein_coding	0	0	0	84	13	0	2	0	0	0	0	0	0	65	0	0	0	0	0	0	0	4
SNORA80A	SNORA80A	NR_002996.2		0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3
SNORA91	SNORA91	NR_132773.1		0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
SNORD159	SNORD159	NR_145780.1		0	0	0	24	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13
SNORD74B	SNORD74B	NR_145757.1		0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10
SOD1	SOD1	NM_000454.4	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	2
SON	SON	NM_001291411.1	protein_coding	0	3	2	14	2	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	3	4
SON	SON	NM_001291412.2	protein_coding	2	1	0	42	1	0	0	0	0	0	0	7	2	30	0	0	0	0	0	0	1	4
SON	SON	NM_032195.2	protein_coding	0	3	2	14	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	3	4
SON	SON	NM_138927.3	protein_coding	2	4	2	37	1	0	0	0	0	0	0	7	2	25	2	0	0	0	0	0	4	4
SON	SON	NR_103797.1		0	0	0	45	0	0	0	0	0	0	0	7	0	27	0	7	0	0	0	0	0	4
SPATC1L	SPATC1L.2	NM_001142854.2.2	protein_coding	0	2	1	96	2	0	5	0	0	0	0	13	0	64	1	0	0	0	1	0	1	12
SPATC1L	SPATC1L.2	NM_032261.5	protein_coding	0	1	0	98	2	0	3	0	0	0	0	13	0	68	0	0	0	0	1	0	0	12
SSR4P1	SSR4P1	NR_027292.2		0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	5
SUMO3	SUMO3	NM_001286416.1	protein_coding	0	0	2	36	2	0	0	0	0	0	0	5	0	24	2	0	0	0	0	0	0	5
SUMO3	SUMO3	NM_006936.3	protein_coding	0	0	0	38	2	0	0	0	0	0	0	5	0	26	0	0	0	0	0	0	0	5
SYNJ1	SYNJ1	NM_001160302.1	protein_coding	0	5	1	76	4	0	0	0	0	0	0	10	0	61	1	0	0	0	2	0	3	3
SYNJ1	SYNJ1	NM_001160306.2	protein_coding	0	5	3	74	2	0	0	0	1	0	0	10	0	61	2	0	0	0	2	0	3	3
SYNJ1	SYNJ1	NM_003895.3	protein_coding	0	5	3	75	2	0	0	0	1	0	0	10	0	61	2	0	0	0	2	0	3	4
SYNJ1	SYNJ1	NM_203446.3	protein_coding	0	5	1	77	4	0	0	0	0	0	0	10	0	61	1	0	0	0	2	0	3	4
TCP10L	TCP10L	NM_144659.7	protein_coding	0	1	1	36	7	0	0	0	0	0	0	5	0	15	1	0	0	0	0	0	1	9
TEKT4P2	TEKT4P2	NR_038327.2		0	0	0	175	0	0	0	0	0	0	0	14	0	142	0	12	0	0	0	0	0	7
TEKT4P2	TEKT4P2	NR_038328.2		0	0	0	175	0	0	0	0	0	0	0	14	0	146	0	8	0	0	0	0	0	7
TEKT4P2	TEKT4P2	NR_038329.2		0	0	0	139	0	0	0	0	0	0	0	46	0	86	0	0	0	0	0	0	0	7
TFF1	TFF1	NM_003225.3	protein_coding	0	1	0	45	1	0	1	0	0	0	0	11	0	9	0	0	0	0	1	0	0	24
TFF2	TFF2	NM_005423.5	protein_coding	0	0	0	35	1	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	13
TFF3	TFF3	NM_003226.3	protein_coding	0	0	0	23	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	11
TIAM1	TIAM1	NM_001353684.1	protein_coding	0	2	1	81	1	0	0	0	0	0	0	9	0	70	1	0	0	0	1	0	1	2
TIAM1	TIAM1	NM_001353685.1	protein_coding	0	2	1	81	1	0	0	0	0	0	0	9	0	70	1	0	0	0	1	0	1	2
TIAM1	TIAM1	NM_001353686.1	protein_coding	0	3	4	206	1	0	2	0	0	0	0	9	0	190	4	0	0	0	2	0	1	5
TIAM1	TIAM1	NM_001353687.1	protein_coding	0	3	4	206	1	0	2	0	0	0	0	9	0	190	4	0	0	0	2	0	1	5
TIAM1	TIAM1	NM_001353688.1	protein_coding	0	2	4	487	1	0	1	0	0	0	0	9	0	474	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353689.1	protein_coding	0	2	4	487	1	0	1	0	0	0	0	9	0	474	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353690.1	protein_coding	0	2	4	487	1	0	1	0	0	0	0	9	0	474	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353691.1	protein_coding	0	3	4	487	1	1	2	0	0	0	0	9	0	473	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353692.1	protein_coding	0	2	4	487	1	0	0	0	0	0	0	9	0	475	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353693.1	protein_coding	0	2	4	487	1	0	1	0	0	0	0	9	0	474	4	0	0	0	1	0	1	3
TIAM1	TIAM1	NM_001353694.1	protein_coding	0	3	4	206	1	0	2	0	0	0	0	9	0	190	4	0	0	0	2	0	1	5
TIAM1	TIAM1	NM_003253.3	protein_coding	0	2	4	487	1	0	1	0	0	0	0	9	0	474	4	0	0	0	1	0	1	3
TMEM50B	TMEM50B	NM_006134.7	protein_coding	0	0	1	89	9	0	0	0	0	0	0	18	0	58	1	0	0	0	0	0	0	4
TMEM50B	TMEM50B	NR_040016.1		0	0	0	133	0	0	0	0	0	0	0	6	0	109	0	15	0	0	0	0	0	3
TMPRSS15	TMPRSS15	NM_002772.3	protein_coding	0	2	4	264	5	0	0	0	0	0	0	27	0	230	4	0	0	0	0	0	2	2
TMPRSS2	TMPRSS2	NM_001135099.1	protein_coding	0	3	2	158	4	0	0	0	0	0	0	7	0	127	2	0	0	0	0	0	3	20
TMPRSS2	TMPRSS2	NM_005656.4	protein_coding	0	3	2	158	5	0	0	0	0	0	0	6	0	127	2	0	0	0	0	0	3	20
TMPRSS3	TMPRSS3	NM_001256317.2	protein_coding	1	1	3	94	4	0	0	0	0	0	0	26	0	59	3	0	1	0	0	0	1	6
TMPRSS3	TMPRSS3	NM_024022.3	protein_coding	1	1	3	94	4	0	0	0	0	0	0	26	0	59	3	0	1	0	0	0	1	6
TMPRSS3	TMPRSS3	NM_032404.2	protein_coding	1	1	1	85	4	0	1	0	0	0	0	26	0	49	1	0	1	0	0	0	1	6
TMPRSS3	TMPRSS3	NM_032405.2	protein_coding	1	1	3	53	0	0	0	0	0	0	0	12	0	36	3	0	1	0	0	0	1	6
TPTE	TPTE	NM_001290224.1	protein_coding	1	4	7	272	7	0	2	0	0	1	0	18	0	230	6	0	0	0	3	1	2	17
TPTE	TPTE	NM_199259.3	protein_coding	1	7	8	268	7	0	2	0	0	1	0	18	0	228	7	0	0	0	5	1	3	17
TPTE	TPTE	NM_199260.3	protein_coding	1	6	7	270	7	0	2	0	0	1	0	18	0	229	6	0	0	0	4	1	3	17
